Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
AEDT 1120U Foun.of Ditgl Teach & Lrn Tech,09/12/2016,12:10 PM,09/12/2016,1:00 PM,False,"","Virtual ONLINE11
",True
